"Phytophthora","Host","Level.4","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. cinnamomi","Casuarina cunninghamiana",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Casuarina equisetifolia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Casuarina glauca",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Ceanothus griseus","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Ceanothus impressus",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Cedrus atlantica",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Cedrus deodara","California","California","Southwestern U.S.A.","Northern America",4,NA
"P. cinnamomi","Cedrus deodara","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cedrus deodara",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Cedrus deodara",NA,NA,NA,"Northern America",4,NA
"P. cinnamomi","Cephalotaxus harringtonii",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Cephalotaxus harringtonii",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Cephalotaxus harringtonii",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Ceratopetalum gummiferum",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Cercis canadensis","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cercis canadensis",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Chamaecyparis lawsoniana","California","California","Southwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Croatia","Yugoslavia","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Hungary","Hungary","Middle Europe","Europe",7,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Iran","Iran","Western Asia","Asia-Temperate",1,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Ireland","Ireland","Northern Europe","Europe",1,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Louisiana","Louisiana","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Netherlands","Netherlands","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Oregon","Oregon","Northwestern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Poland","Poland","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana","Spain","Spain","Southwestern Europe","Europe",1,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana",NA,NA,"Australia","Australasia",11,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana",NA,NA,"New Zealand","Australasia",6,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana",NA,NA,"Southern Africa","Africa",3,"Yes"
"P. cinnamomi","Chamaecyparis lawsoniana",NA,NA,NA,"Northern America",5,"Yes"
"P. cinnamomi","Chamaecyparis obtusa","Poland","Poland","Middle Europe","Europe",1,NA
"P. cinnamomi","Chamaecyparis obtusa","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",7,NA
"P. cinnamomi","Chamaecyparis obtusa",NA,"Japan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Chamaecyparis obtusa",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Chamaecyparis pisifera",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Chamaescilla corymbosa","Western Australia","Western Australia","Australia","Australasia",2,NA
"P. cinnamomi","Chamaescilla corymbosa",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Chamelaucium axillare",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Chamelaucium ciliatum",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Chamelaucium uncinatum",NA,NA,"Australia","Australasia",14,NA
"P. cinnamomi","Cheirodendron trigynum",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Cheirodendron trigynum",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Chorizema cordatum",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Cibotium chamissoi",NA,"Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Cibotium chamissoi",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Cibotium glaucum",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Cibotium glaucum",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Cinchona calisaya","Spain","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Cinchona calisaya","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Cinchona calisaya",NA,"India","Indian Subcontinent","Asia-Tropical",1,NA
"P. cinnamomi","Cinchona calisaya",NA,NA,"China","Asia-Temperate",2,NA
"P. cinnamomi","Cinchona calisaya",NA,NA,"Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Cinchona calisaya",NA,NA,NA,"Asia-Tropical",1,NA
"P. cinnamomi","Cinchona officinalis","Guatemala","Guatemala","Central America","Southern America",3,NA
"P. cinnamomi","Cinchona officinalis","Peru","Peru","Western South America","Southern America",2,NA
"P. cinnamomi","Cinchona officinalis",NA,"India","Indian Subcontinent","Asia-Tropical",1,NA
"P. cinnamomi","Cinchona officinalis",NA,"Japan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Cinchona officinalis",NA,NA,"Malesia","Asia-Tropical",1,NA
"P. cinnamomi","Cinchona pubescens","Guatemala","Guatemala","Central America","Southern America",1,NA
"P. cinnamomi","Cinchona pubescens","Peru","Peru","Western South America","Southern America",1,NA
"P. cinnamomi","Cinchona pubescens","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Cinchona pubescens",NA,"India","Indian Subcontinent","Asia-Tropical",1,NA
"P. cinnamomi","Cinchona pubescens",NA,NA,"China","Asia-Temperate",1,NA
"P. cinnamomi","Cinchona pubescens",NA,NA,"Malesia","Asia-Tropical",3,NA
"P. cinnamomi","Cinchona pubescens",NA,NA,NA,"Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum aromaticum","Vietnam","Vietnam","Indo-China","Asia-Tropical",16,NA
"P. cinnamomi","Cinnamomum burmanni","Myanmar","Myanmar","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum burmanni",NA,NA,"Malesia","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum burmannii","Myanmar","Myanmar","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum burmannii","Sumatera","Sumatera","Malesia","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum burmannii",NA,NA,"Malesia","Asia-Tropical",9,NA
"P. cinnamomi","Cinnamomum burmannii",NA,NA,NA,"Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum camphora",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Cinnamomum camphora",NA,NA,"Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Cinnamomum culitlawan",NA,NA,"China","Asia-Temperate",2,NA
"P. cinnamomi","Cinnamomum culitlawan",NA,NA,"Malesia","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum kotoense",NA,NA,"China","Asia-Temperate",1,NA
"P. cinnamomi","Cinnamomum micranthum","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Cinnamomum sintoc",NA,NA,"Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Cinnamomum verum","Sri Lanka","Sri Lanka","Indian Subcontinent","Asia-Tropical",1,NA
"P. cinnamomi","Cinnamomum verum",NA,NA,"Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Cissus verticillata",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Cistus × hybridus","Croatia","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Citrus japonica","Italy","Italy","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Citrus × aurantium",NA,NA,"Brazil","Southern America",2,NA
"P. cinnamomi","Citrus × limon",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Cliffortia ferruginea",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Cliffortia grandifolia",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Cliffortia strobilifera",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Coccoloba uvifera","Netherlands","Netherlands","Middle Europe","Europe",2,NA
"P. cinnamomi","Colocasia esculenta","Fiji","Fiji","Southwestern Pacific","Pacific",4,NA
"P. cinnamomi","Comptonia peregrina","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Comptonia peregrina",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Conostephium pendulum",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Conostylis setigera",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Coprosma ernodeoides",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Coprosma ernodeoides",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Coprosma lucida",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Coprosma menziesii",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Coprosma menziesii",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Coprosma robusta",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Coriaria ruscifolia",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Coriaria sarmentosa",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Cornus florida","Florida","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cornus florida","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cornus florida",NA,NA,NA,"Northern America",3,NA
"P. cinnamomi","Cornus nuttallii",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Corokia buddleioides",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Correa aemula",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Correa pulchella",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Correa reflexa",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Corymbia calophylla",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Corymbia calophylla",NA,NA,"Australia","Australasia",39,NA
"P. cinnamomi","Corymbia calophylla",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Corymbia citriodora",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Corymbia citriodora",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Corymbia citriodora",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Corymbia ficifolia",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Corymbia gummifera",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Cotoneaster salicifolius",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Couroupita guianensis","Netherlands","Netherlands","Middle Europe","Europe",2,NA
"P. cinnamomi","Crassula closiana",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Cryptomeria japonica","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cryptomeria japonica",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Cryptomeria japonica",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Cucumis sativus","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cucurbita moschata","New Zealand North","New Zealand North","New Zealand","Australasia",1,NA
"P. cinnamomi","Cucurbita moschata",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Cupressus sempervirens","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Cupressus sempervirens","Florida","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cupressus sempervirens",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Cupressus sempervirens",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Curcuma longa","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Curtisia dentata",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Cyathodes glauca",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Cyclamen persicum",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Cyrilla racemiflora",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Daboecia azorica",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Daboecia cantabrica",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Dacrycarpus dacrydioides",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Dampiera linearis",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Daphne laureola",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Daphne odora",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Daphne odora",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Darwinia oxylepis",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Darwinia pinifolia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Daviesia latifolia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Daviesia ulicifolia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Desfontainia spinosa",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Dianella nigra",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Dicksonia antarctica",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Dicranopteris linearis",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Dicranopteris linearis",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Didymochlaena truncatula",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Dielsiodoxa tamariscina",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Dillwynia brunioides",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Dillwynia floribunda",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Dillwynia glaberrima",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Dillwynia sericea",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Dillwynia uncinata",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Dionaea muscipula","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Dionaea muscipula",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Diospyros morrisiana","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Diplolaena angustifolia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Dracaena reflexa","Florida","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Dracaena reflexa",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Drimys winteri",NA,NA,"Southern South America","Southern America",3,NA
"P. cinnamomi","Drosera erythrorhiza",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Durio zibethinus","Vietnam","Vietnam","Indo-China","Asia-Tropical",3,NA
"P. cinnamomi","Elaeocarpus hookerianus",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Encephalartos ferox",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Engelhardia roxburghiana","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Entelea arborescens",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Epacris impressa",NA,NA,"Australia","Australasia",11,NA
"P. cinnamomi","Epacris lanuginosa",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Epacris obtusifolia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Erica autumnalis",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Erica baccans",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Erica bauera",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Erica canaliculata",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Erica carnea","Germany","Germany","Middle Europe","Europe",1,NA
"P. cinnamomi","Erica carnea","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Erica carnea","Poland","Poland","Middle Europe","Europe",1,NA
"P. cinnamomi","Erica carnea",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Erica lusitanica",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Erica multiflora",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Erica peltata",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Erica regerminans","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Erica regerminans",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Erica spiculifolia","Poland","Poland","Middle Europe","Europe",1,NA
"P. cinnamomi","Erica spiculifolia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Erica umbellata","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Eucalyptus amygdalina",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Eucalyptus baxteri",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Eucalyptus baxteri",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus bicostata",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Eucalyptus delegatensis",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus delegatensis",NA,NA,"New Zealand","Australasia",5,NA
"P. cinnamomi","Eucalyptus dunnii",NA,NA,"Southern Africa","Africa",3,NA
"P. cinnamomi","Eucalyptus fastigata",NA,NA,"New Zealand","Australasia",7,NA
"P. cinnamomi","Eucalyptus fastigata",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Eucalyptus fraxinoides",NA,NA,"New Zealand","Australasia",3,NA
"P. cinnamomi","Eucalyptus fraxinoides",NA,NA,"Southern Africa","Africa",3,NA
"P. cinnamomi","Eucalyptus globulus","France","France","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Eucalyptus globulus",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus gomphocephala",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus grandis",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Eucalyptus lehmannii",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus lehmannii",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Eucalyptus leucoxylon",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus macarthurii",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Eucalyptus macrandra",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus macrocarpa",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Eucalyptus macrorhyncha",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Eucalyptus marginata","Western Australia","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Eucalyptus marginata",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Eucalyptus marginata",NA,NA,"Australia","Australasia",42,NA
"P. cinnamomi","Eucalyptus megacarpa",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus morrisbyi",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus nitens",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Eucalyptus nitida",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Eucalyptus obliqua",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Eucalyptus obliqua",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Eucalyptus oblonga",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus occidentalis",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus pilularis",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Eucalyptus pilularis",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus pilularis",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Eucalyptus piperita",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Eucalyptus pyriformis",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Eucalyptus radiata",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Eucalyptus regnans",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Eucalyptus regnans",NA,NA,"New Zealand","Australasia",5,NA
"P. cinnamomi","Eucalyptus robusta",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Eucalyptus robusta",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Eucalyptus rossii",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Eucalyptus rubida",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus rudis",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Eucalyptus saligna",NA,"Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Eucalyptus saligna",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Eucalyptus saligna",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Eucalyptus saligna",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Eucalyptus scoparia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Eucalyptus sieberi",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Eucalyptus sieberi",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Eucalyptus sieberi",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Eucalyptus smithii","Kwazulu-Natal","Kwazulu-Natal","Southern Africa","Africa",1,NA
"P. cinnamomi","Eucalyptus smithii",NA,NA,"Southern Africa","Africa",3,NA
"P. cinnamomi","Eucalyptus tetrodonta",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Eucalyptus viminalis",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Eucalyptus viminalis",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Eucryphia lucida",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Eustoma russellianum",NA,"Japan","Eastern Asia","Asia-Temperate",5,NA
"P. cinnamomi","Fagus grandifolia",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Fagus hayatae","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",3,NA
"P. cinnamomi","Fagus sylvatica","Czech Republic","Czechoslovakia","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Fagus sylvatica","Great Britain","Great Britain","Northern Europe","Europe",1,"Yes"
"P. cinnamomi","Fatsia japonica",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Feijoa sellowiana",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Ficus carica","Costa Rica","Costa Rica","Central America","Southern America",1,NA
"P. cinnamomi","Ficus carica","Florida","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Ficus carica","Turkey","Turkey","Western Asia","Asia-Temperate",3,NA
"P. cinnamomi","Ficus carica",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Flaveria angustifolia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Flindersia brayleyana",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Flindersia brayleyana",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Freycinetia arborea",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Freycinetia arborea",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Fuchsia excorticata",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Gahnia xanthocarpa",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Garrya wrightii",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Gaultheria antipoda",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Gaultheria hispida",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Gaultheria mucronata",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Gaultheria procumbens","Czech Republic","Czechoslovakia","Middle Europe","Europe",1,NA
"P. cinnamomi","Gaultheria shallon","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Gaultheria shallon",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Geniostoma rupestre",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Gerbera jamesonii",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Gevuina avellana",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Gevuina avellana",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Ginkgo biloba",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Glochidion rubrum","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Gompholobium confertum",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Gompholobium huegelii",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Gonocarpus tetragynus",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Gonocarpus teucrioides",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Goodenia humilis",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Grevillea alpina",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Grevillea amplexans",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Grevillea barklyana",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Grevillea brachystachya",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Grevillea chrysophaea",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Grevillea crithmifolia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Grevillea hookeriana",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Grevillea lavandulacea",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Grevillea pinaster",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Grevillea rosmarinifolia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Grevillea stenomera",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Griselinia lucida","New Zealand North","New Zealand North","New Zealand","Australasia",1,NA
"P. cinnamomi","Griselinia lucida",NA,NA,"New Zealand","Australasia",5,NA
"P. cinnamomi","Gymnostoma australianum",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Hakea bucculenta",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Hakea cucullata",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Hakea erinacea",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Hakea sericea",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Hakea sericea",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Hakea sericea",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Harpullia ramiflora",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Hedera helix","Denmark","Denmark","Northern Europe","Europe",2,NA
